,id,firstname,surname,born_country_code,died_country_code,gender,year_recieved,category,share,name_of_university,city_of_university,country_of_university,born_month,age,age_get_prize
714,715,Sydney,Brenner,ZA,SG,male,2002,medicine,3,The Molecular Sciences Institute,Berkeley CA,USA,Jan,92,75
715,716,H. Robert,Horvitz,US,Not Available,male,2002,medicine,3,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,May,73,55
716,717,John E.,Sulston,GB,Not Available,male,2002,medicine,3,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,Mar,76,60
717,718,Raymond,Davis Jr.,US,US,male,2002,physics,4,University of Pennsylvania,Philadelphia PA,USA,Oct,92,88
718,719,Masatoshi,Koshiba,JP,Not Available,male,2002,physics,4,University of Tokyo,Tokyo,Japan,Sep,94,76
719,720,Riccardo,Giacconi,IT,US,male,2002,physics,2,Associated Universities Inc.,Washington DC,USA,Oct,87,71
720,721,John B.,Fenn,US,US,male,2002,chemistry,4,Virginia Commonwealth University,Richmond VA,USA,Jun,93,85
721,722,Koichi,Tanaka,JP,Not Available,male,2002,chemistry,4,Shimadzu Corp.,Kyoto,Japan,Aug,61,43
722,723,Kurt,Wüthrich,CH,Not Available,male,2002,chemistry,2,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,Oct,82,64
723,724,Daniel,Kahneman,IL,Not Available,male,2002,economics,2,Princeton University,Princeton NJ,USA,Mar,86,68
724,725,Vernon L.,Smith,US,Not Available,male,2002,economics,2,George Mason University,Fairfax VA,USA,Jan,93,75
725,726,Imre,Kertész,HU,HU,male,2002,literature,1,Not Available,Not Available,Not Available,Nov,87,73
726,727,Jimmy,Carter,US,Not Available,male,2002,peace,1,Not Available,Not Available,Not Available,Oct,96,78
727,728,J. M.,Coetzee,ZA,Not Available,male,2003,literature,1,Not Available,Not Available,Not Available,Feb,80,63
728,729,Paul C.,Lauterbur,US,US,male,2003,medicine,2,University of Illinois,Urbana IL,USA,May,78,74
729,730,Sir Peter,Mansfield,GB,Not Available,male,2003,medicine,2,University of Nottingham School of Physics and Astronomy,Nottingham,United Kingdom,Oct,84,70
730,731,Alexei,Abrikosov,RU,Not Available,male,2003,physics,3,Argonne National Laboratory,Argonne IL,USA,Jun,89,75
731,732,Vitaly L.,Ginzburg,RU,Not Available,male,2003,physics,3,P.N. Lebedev Physical Institute,Moscow,Russia,Oct,93,87
732,733,Anthony J.,Leggett,GB,Not Available,male,2003,physics,3,University of Illinois,Urbana IL,USA,Mar,82,65
733,734,Peter,Agre,US,Not Available,male,2003,chemistry,2,Johns Hopkins University School of Medicine,Baltimore MD,USA,Jan,71,54
734,735,Roderick,MacKinnon,US,Not Available,male,2003,chemistry,2,Rockefeller University,New York NY,USA,Feb,64,47
735,736,Robert F.,Engle III,US,Not Available,male,2003,economics,2,New York University,New York NY,USA,Nov,78,61
736,737,Clive W.J.,Granger,GB,US,male,2003,economics,2,University of California,San Diego CA,USA,Sep,75,69
737,738,Shirin,Ebadi,IR,Not Available,female,2003,peace,1,Not Available,Not Available,Not Available,Jun,73,56
738,739,Richard,Axel,US,Not Available,male,2004,medicine,2,Columbia University,New York NY,USA,Jul,74,58
739,740,Linda B.,Buck,US,Not Available,female,2004,medicine,2,Fred Hutchinson Cancer Research Center,Seattle WA,USA,Jan,73,57
740,741,David J.,Gross,US,Not Available,male,2004,physics,3,University of California Kavli Institute for Theoretical Physics,Santa Barbara CA,USA,Feb,79,63
741,742,H. David,Politzer,US,Not Available,male,2004,physics,3,California Institute of Technology (Caltech),Pasadena CA,USA,Aug,71,55
742,743,Frank,Wilczek,US,Not Available,male,2004,physics,3,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,May,69,53
743,744,Aaron,Ciechanover,IL,Not Available,male,2004,chemistry,3,Technion - Israel Institute of Technology,Haifa,Israel,Oct,73,57
744,745,Avram,Hershko,HU,Not Available,male,2004,chemistry,3,Technion - Israel Institute of Technology,Haifa,Israel,Dec,83,67
745,746,Irwin,Rose,US,US,male,2004,chemistry,3,University of California,Irvine CA,USA,Jul,89,78
746,747,Elfriede,Jelinek,AT,Not Available,female,2004,literature,1,Not Available,Not Available,Not Available,Oct,74,58
747,748,Wangari,Maathai,KE,KE,female,2004,peace,1,Not Available,Not Available,Not Available,Apr,71,64
748,749,Finn E.,Kydland,NO,Not Available,male,2004,economics,2,Carnegie Mellon University,Pittsburgh PA,USA,Dec,77,61
749,750,Edward C.,Prescott,US,Not Available,male,2004,economics,2,Arizona State University,Tempe AZ,USA,Dec,80,64
750,751,Barry J.,Marshall,AU,Not Available,male,2005,medicine,2,NHMRC Helicobacter pylori Research Laboratory QEII Medical Centre,Nedlands,Australia,Sep,69,54
751,752,J. Robin,Warren,AU,Not Available,male,2005,medicine,2,Not Available,Not Available,Not Available,Jun,83,68
752,753,Roy J.,Glauber,US,US,male,2005,physics,2,Harvard University,Cambridge MA,USA,Sep,93,80
753,754,John L.,Hall,US,Not Available,male,2005,physics,4,University of Colorado JILA,Boulder CO,USA,Aug,86,71
754,755,Theodor W.,Hänsch,DE,Not Available,male,2005,physics,4,Max-Planck-Institut für Quantenoptik,Garching,Germany,Oct,79,64
755,756,Yves,Chauvin,BE,FR,male,2005,chemistry,3,Institut Français du Pétrole,Rueil-Malmaison,France,Oct,85,75
756,757,Robert H.,Grubbs,US,Not Available,male,2005,chemistry,3,California Institute of Technology (Caltech),Pasadena CA,USA,Feb,78,63
757,758,Richard R.,Schrock,US,Not Available,male,2005,chemistry,3,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,Jan,75,60
758,759,Mohamed,ElBaradei,EG,Not Available,male,2005,peace,2,Not Available,Not Available,Not Available,Jun,78,63
759,760,Robert J.,Aumann,DE,Not Available,male,2005,economics,2,University of Jerusalem Center for RationalityHebrew,Jerusalem,Israel,Jun,90,75
760,761,Thomas C.,Schelling,US,US,male,2005,economics,2,University of Maryland Department of Economics and School of Public Policy,College Park MD,USA,Apr,95,84
761,762,Harold,Pinter,GB,GB,male,2005,literature,1,Not Available,Not Available,Not Available,Oct,78,75
762,763,Andrew Z.,Fire,US,Not Available,male,2006,medicine,2,Stanford University School of Medicine,Stanford CA,USA,Apr,61,47
763,764,Craig C.,Mello,US,Not Available,male,2006,medicine,2,University of Massachusetts Medical School,Worcester MA,USA,Oct,60,46
764,765,John C.,Mather,US,Not Available,male,2006,physics,2,NASA Goddard Space Flight Center,Greenbelt MD,USA,Aug,74,60
765,766,George F.,Smoot,US,Not Available,male,2006,physics,2,University of California,Berkeley CA,USA,Feb,75,61
766,767,Roger D.,Kornberg,US,Not Available,male,2006,chemistry,1,Stanford University,Stanford CA,USA,Apr,73,59
767,768,Edmund S.,Phelps,US,Not Available,male,2006,economics,1,Columbia University,New York NY,USA,Jul,87,73
768,769,Orhan,Pamuk,TR,Not Available,male,2006,literature,1,Not Available,Not Available,Not Available,Jun,68,54
769,770,Muhammad,Yunus,BD,Not Available,male,2006,peace,2,Not Available,Not Available,Not Available,Jun,80,66
770,771,Mario R.,Capecchi,IT,Not Available,male,2007,medicine,3,University of Utah,Salt Lake City UT,USA,Oct,83,70
771,772,Sir Martin J.,Evans,GB,Not Available,male,2007,medicine,3,Cardiff University,Cardiff,United Kingdom,Jan,79,66
772,773,Oliver,Smithies,GB,US,male,2007,medicine,3,University of North Carolina,Chapel Hill NC,USA,Jun,92,82
773,774,Albert,Fert,FR,Not Available,male,2007,physics,2,Universit&eacute; Paris-Sud,Orsay,France,Mar,82,69
774,775,Peter,Grünberg,CZ,DE,male,2007,physics,2,Forschungszentrum J&uuml;lich,Jülich,Germany,May,79,68
775,776,Gerhard,Ertl,DE,Not Available,male,2007,chemistry,1,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,Oct,84,71
776,777,Doris,Lessing,IR,GB,female,2007,literature,1,Not Available,Not Available,Not Available,Oct,94,88
777,778,Al,Gore,US,Not Available,male,2007,peace,2,Not Available,Not Available,Not Available,Mar,72,59
778,779,Leonid,Hurwicz,RU,US,male,2007,economics,3,University of Minnesota,Minneapolis MN,USA,Aug,91,90
779,780,Eric S.,Maskin,US,Not Available,male,2007,economics,3,Institute for Advanced Study,Princeton NJ,USA,Dec,70,57
780,781,Roger B.,Myerson,US,Not Available,male,2007,economics,3,University of Chicago,Chicago IL,USA,Mar,69,56
781,782,Harald,zur Hausen,DE,Not Available,male,2008,medicine,2,German Cancer Research Center,Heidelberg,Germany,Mar,84,72
782,783,Françoise,Barré-Sinoussi,FR,Not Available,female,2008,medicine,4,Regulation of Retroviral Infections Unit Virology Department Institut Pasteur,Paris,France,Jul,73,61
783,784,Luc,Montagnier,FR,Not Available,male,2008,medicine,4,World Foundation for AIDS Research and Prevention,Paris,France,Aug,88,76
784,785,Yoichiro,Nambu,JP,JP,male,2008,physics,2,Enrico Fermi Institute University of Chicago,Chicago IL,USA,Jan,94,87
785,786,Makoto,Kobayashi,JP,Not Available,male,2008,physics,4,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,Apr,76,64
786,787,Toshihide,Maskawa,JP,Not Available,male,2008,physics,4,Kyoto Sangyo University,Kyoto,Japan,Feb,80,68
787,788,Osamu,Shimomura,JP,JP,male,2008,chemistry,3,Marine Biological Laboratory (MBL),Woods Hole MA,USA,Aug,90,80
788,789,Martin,Chalfie,US,Not Available,male,2008,chemistry,3,Columbia University,New York NY,USA,Jan,73,61
789,790,Roger Y.,Tsien,US,US,male,2008,chemistry,3,University of California,San Diego CA,USA,Feb,64,56
790,791,Jean-Marie Gustave,Le Clézio,FR,Not Available,male,2008,literature,1,Not Available,Not Available,Not Available,Apr,80,68
791,792,Martti,Ahtisaari,FI,Not Available,male,2008,peace,1,Not Available,Not Available,Not Available,Jun,83,71
792,793,Paul,Krugman,US,Not Available,male,2008,economics,1,Princeton University,Princeton NJ,USA,Feb,67,55
793,794,Elizabeth H.,Blackburn,AU,Not Available,female,2009,medicine,3,University of California,San Francisco CA,USA,Nov,72,61
794,795,Carol W.,Greider,US,Not Available,female,2009,medicine,3,Johns Hopkins University School of Medicine,Baltimore MD,USA,Apr,59,48
795,796,Jack W.,Szostak,GB,Not Available,male,2009,medicine,3,Harvard Medical School,Boston MA,USA,Nov,68,57
796,797,Charles K.,Kao,CN,Not Available,male,2009,physics,2,Standard Telecommunication Laboratories,Harlow,United Kingdom,Nov,85,76
797,798,Willard S.,Boyle,CA,CA,male,2009,physics,4,Bell Laboratories,Murray Hill NJ,USA,Aug,87,85
798,799,George E.,Smith,US,Not Available,male,2009,physics,4,Bell Laboratories,Murray Hill NJ,USA,May,90,79
799,800,Venkatraman,Ramakrishnan,IN,Not Available,male,2009,chemistry,3,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Apr,68,57
800,801,Thomas A.,Steitz,US,US,male,2009,chemistry,3,Yale University,New Haven CT,USA,Aug,78,69
801,802,Ada E.,Yonath,IL,Not Available,female,2009,chemistry,3,Weizmann Institute of Science,Rehovot,Israel,Jun,81,70
802,803,Herta,Müller,RO,Not Available,female,2009,literature,1,Not Available,Not Available,Not Available,Aug,67,56
803,804,Barack,Obama,US,Not Available,male,2009,peace,1,Not Available,Not Available,Not Available,Aug,59,48
804,805,Elinor,Ostrom,US,US,female,2009,economics,2,Indiana University,Bloomington IN,USA,Aug,79,76
805,806,Oliver E.,Williamson,US,Not Available,male,2009,economics,2,University of California,Berkeley CA,USA,Sep,88,77
806,807,Robert G.,Edwards,GB,GB,male,2010,medicine,1,University of Cambridge,Cambridge,United Kingdom,Sep,88,85
807,808,Andre,Geim,RU,Not Available,male,2010,physics,2,University of Manchester,Manchester,United Kingdom,Oct,62,52
808,809,Konstantin,Novoselov,RU,Not Available,male,2010,physics,2,University of Manchester,Manchester,United Kingdom,Aug,46,36
809,810,Richard F.,Heck,US,PH,male,2010,chemistry,3,University of Delaware,Not Available,USA,Aug,84,79
810,811,Ei-ichi,Negishi,CN,Not Available,male,2010,chemistry,3,Purdue University,West Lafayette IN,USA,Jul,85,75
811,812,Akira,Suzuki,JP,Not Available,male,2010,chemistry,3,Hokkaido University,Sapporo,Japan,Sep,90,80
812,813,Mario,Vargas Llosa,PE,Not Available,male,2010,literature,1,Not Available,Not Available,Not Available,Mar,84,74
813,814,Xiaobo,Liu,CN,CN,male,2010,peace,1,Not Available,Not Available,Not Available,Dec,62,55
814,815,Peter A.,Diamond,US,Not Available,male,2010,economics,3,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,Apr,80,70
815,816,Dale T.,Mortensen,US,US,male,2010,economics,3,Northwestern University,Evanston IL,USA,Feb,75,71
816,817,Christopher A.,Pissarides,CY,Not Available,male,2010,economics,3,London School of Economics and Political Science,London,United Kingdom,Feb,72,62
817,818,Bruce A.,Beutler,US,Not Available,male,2011,medicine,4,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA,Dec,63,54
818,819,Jules A.,Hoffmann,LU,Not Available,male,2011,medicine,4,University of Strasbourg,Strasbourg,France,Aug,79,70
819,820,Ralph M.,Steinman,CA,Not Available,male,2011,medicine,2,Rockefeller University,New York NY,USA,Jan,68,68
820,821,Saul,Perlmutter,US,Not Available,male,2011,physics,2,Lawrence Berkeley National Laboratory,Berkeley CA,USA,Sep,61,52
821,822,Brian P.,Schmidt,US,Not Available,male,2011,physics,4,Australian National University,Weston Creek,Australia,Feb,53,44
822,823,Adam G.,Riess,US,Not Available,male,2011,physics,4,Johns Hopkins University,Baltimore MD,USA,Dec,51,42
823,824,Dan,Shechtman,IL,Not Available,male,2011,chemistry,1,Technion - Israel Institute of Technology,Haifa,Israel,Jan,79,70
824,825,Tomas,Tranströmer,SE,SE,male,2011,literature,1,Not Available,Not Available,Not Available,Apr,84,80
825,826,Ellen,Johnson Sirleaf,LR,Not Available,female,2011,peace,3,Not Available,Not Available,Not Available,Oct,82,73
826,827,Leymah,Gbowee,LR,Not Available,female,2011,peace,3,Not Available,Not Available,Not Available,Feb,48,39
827,828,Tawakkol,Karman,YE,Not Available,female,2011,peace,3,Not Available,Not Available,Not Available,Feb,41,32
828,829,Thomas J.,Sargent,US,Not Available,male,2011,economics,2,New York University,New York NY,USA,Jul,77,68
829,830,Christopher A.,Sims,US,Not Available,male,2011,economics,2,Princeton University,Princeton NJ,USA,Oct,78,69
830,831,Sir John B.,Gurdon,GB,Not Available,male,2012,medicine,2,Gurdon Institute,Cambridge,United Kingdom,Oct,87,79
831,832,Shinya,Yamanaka,JP,Not Available,male,2012,medicine,2,Kyoto University,Kyoto,Japan,Sep,58,50
832,833,Serge,Haroche,MA,Not Available,male,2012,physics,2,Collège de France,Paris,France,Sep,76,68
833,834,David J.,Wineland,US,Not Available,male,2012,physics,2,National Institute of Standards and Technology,Boulder CO,USA,Feb,76,68
834,835,Robert J.,Lefkowitz,US,Not Available,male,2012,chemistry,2,Howard Hughes Medical Institute,Not Available,Not Available,Apr,77,69
835,836,Brian,Kobilka,US,Not Available,male,2012,chemistry,2,Stanford University School of Medicine,Stanford CA,USA,May,65,57
836,837,Mo,Yan,CN,Not Available,male,2012,literature,1,Not Available,Not Available,Not Available,Feb,65,57
837,838,Alvin E.,Roth,US,Not Available,male,2012,economics,2,Harvard University,Cambridge MA,USA,Dec,69,61
838,839,Lloyd S.,Shapley,US,US,male,2012,economics,2,University of California,Los Angeles CA,USA,Jun,93,89
839,840,James E.,Rothman,US,Not Available,male,2013,medicine,3,Yale University,New Haven CT,USA,Nov,70,63
840,841,Randy W.,Schekman,US,Not Available,male,2013,medicine,3,University of California,Berkeley CA,USA,Dec,72,65
841,842,Thomas C.,Südhof,DE,Not Available,male,2013,medicine,3,Stanford University,Stanford CA,USA,Dec,65,58
842,843,François,Englert,BE,Not Available,male,2013,physics,2,Université Libre de Bruxelles,Brussels,Belgium,Nov,88,81
843,844,Peter,Higgs,GB,Not Available,male,2013,physics,2,University of Edinburgh,Edinburgh,United Kingdom,May,91,84
844,845,Martin,Karplus,AT,Not Available,male,2013,chemistry,3,Université de Strasbourg,Strasbourg,France,Mar,90,83
845,846,Michael,Levitt,ZA,Not Available,male,2013,chemistry,3,Stanford University School of Medicine,Stanford CA,USA,May,73,66
846,847,Arieh,Warshel,IL,Not Available,male,2013,chemistry,3,University of Southern California,Los Angeles CA,USA,Nov,80,73
847,848,Alice,Munro,CA,Not Available,female,2013,literature,1,Not Available,Not Available,Not Available,Jul,89,82
848,849,Eugene F.,Fama,US,Not Available,male,2013,economics,3,University of Chicago,Chicago IL,USA,Feb,81,74
849,850,Lars Peter,Hansen,US,Not Available,male,2013,economics,3,University of Chicago,Chicago IL,USA,Oct,68,61
850,851,Robert J.,Shiller,US,Not Available,male,2013,economics,3,Yale University,New Haven CT,USA,Mar,74,67
851,852,John,O'Keefe,US,Not Available,male,2014,medicine,2,University College,London,United Kingdom,Nov,81,75
852,853,May-Britt,Moser,NO,Not Available,female,2014,medicine,4,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,Jan,57,51
853,854,Edvard I.,Moser,NO,Not Available,male,2014,medicine,4,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,Apr,58,52
854,855,Isamu,Akasaki,JP,Not Available,male,2014,physics,3,Meijo University,Nagoya,Japan,Jan,91,85
855,856,Hiroshi,Amano,JP,Not Available,male,2014,physics,3,Nagoya University,Nagoya,Japan,Sep,60,54
856,857,Shuji,Nakamura,JP,Not Available,male,2014,physics,3,University of California,Santa Barbara CA,USA,May,66,60
857,858,Eric,Betzig,US,Not Available,male,2014,chemistry,3,Janelia Research Campus Howard Hughes Medical Institute,Ashburn VA,USA,Jan,60,54
858,859,Stefan W.,Hell,RO,Not Available,male,2014,chemistry,3,Max Planck Institute for Biophysical Chemistry,Göttingen,Germany,Dec,58,52
859,860,William E.,Moerner,US,Not Available,male,2014,chemistry,3,Stanford University,Stanford CA,USA,Jun,67,61
860,861,Patrick,Modiano,FR,Not Available,male,2014,literature,1,Not Available,Not Available,Not Available,Jul,75,69
861,862,Kailash,Satyarthi,IN,Not Available,male,2014,peace,2,Not Available,Not Available,Not Available,Jan,66,60
862,863,Malala,Yousafzai,PK,Not Available,female,2014,peace,2,Not Available,Not Available,Not Available,Jul,23,17
863,864,Jean,Tirole,FR,Not Available,male,2014,economics,1,Toulouse School of Economics (TSE),Toulouse,France,Aug,67,61
864,865,William C.,Campbell,IE,Not Available,male,2015,medicine,4,Drew University,Madison NJ,USA,Jun,90,85
865,866,Satoshi,&#332;mura,JP,Not Available,male,2015,medicine,4,Kitasato University,Tokyo,Japan,Jul,85,80
866,867,Youyou,Tu,CN,Not Available,female,2015,medicine,2,China Academy of Traditional Chinese Medicine,Beijing,China,Dec,90,85
867,868,Takaaki,Kajita,JP,Not Available,male,2015,physics,2,University of Tokyo,Kashiwa,Japan,Mar,61,56
868,869,Arthur B.,McDonald,CA,Not Available,male,2015,physics,2,Queen's University,Kingston,Canada,Aug,77,72
869,870,Tomas,Lindahl,SE,Not Available,male,2015,chemistry,3,Francis Crick Institute,Hertfordshire,United Kingdom,Jan,82,77
870,871,Paul,Modrich,US,Not Available,male,2015,chemistry,3,Howard Hughes Medical Institute,Durham NC,USA,Jun,74,69
871,872,Aziz,Sancar,TR,Not Available,male,2015,chemistry,3,University of North Carolina,Chapel Hill NC,USA,Sep,74,69
872,873,Svetlana,Alexievich,UA,Not Available,female,2015,literature,1,Not Available,Not Available,Not Available,May,72,67
873,874,Angus,Deaton,GB,Not Available,male,2015,economics,1,Princeton University,Princeton NJ,USA,Oct,75,70
874,875,Yoshinori,Ohsumi,JP,Not Available,male,2016,medicine,1,Tokyo Institute of Technology,Tokyo,Japan,Feb,75,71
875,876,David J.,Thouless,GB,GB,male,2016,physics,2,University of Washington,Seattle WA,USA,Sep,85,82
876,877,F. Duncan M.,Haldane,GB,Not Available,male,2016,physics,4,Princeton University,Princeton NJ,USA,Sep,69,65
877,878,J. Michael,Kosterlitz,GB,Not Available,male,2016,physics,4,Brown University,Providence RI,USA,Jun,77,73
878,879,Jean-Pierre,Sauvage,FR,Not Available,male,2016,chemistry,3,University of Strasbourg,Strasbourg,France,Oct,76,72
879,880,Sir J. Fraser,Stoddart,GB,Not Available,male,2016,chemistry,3,Northwestern University,Evanston IL,USA,May,78,74
880,881,Bernard L.,Feringa,NL,Not Available,male,2016,chemistry,3,University of Groningen,Groningen,the Netherlands,May,69,65
881,882,Juan Manuel,Santos,CO,Not Available,male,2016,peace,1,Not Available,Not Available,Not Available,Aug,69,65
882,883,Oliver,Hart,GB,Not Available,male,2016,economics,2,Harvard University,Cambridge MA,USA,Oct,72,68
883,884,Bengt,Holmström,FI,Not Available,male,2016,economics,2,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,Apr,71,67
884,885,Bob,Dylan,US,Not Available,male,2016,literature,1,Not Available,Not Available,Not Available,May,79,75
885,886,Jeffrey C.,Hall,US,Not Available,male,2017,medicine,3,University of Maine,Maine ME,USA,May,75,72
886,887,Michael,Rosbash,US,Not Available,male,2017,medicine,3,Brandeis University,Waltham MA,USA,Mar,76,73
887,888,Michael W.,Young,US,Not Available,male,2017,medicine,3,Rockefeller University,New York NY,USA,Mar,71,68
888,889,Rainer,Weiss,DE,Not Available,male,2017,physics,2,LIGO/VIRGO Collaboration,Not Available,Not Available,Sep,88,85
889,890,Barry C.,Barish,US,Not Available,male,2017,physics,4,LIGO/VIRGO Collaboration,Not Available,Not Available,Jan,84,81
890,891,Kip S.,Thorne,US,Not Available,male,2017,physics,4,LIGO/VIRGO Collaboration,Not Available,Not Available,Jun,80,77
891,892,Jacques,Dubochet,CH,Not Available,male,2017,chemistry,3,University of Lausanne,Lausanne,Switzerland,Jun,78,75
892,893,Joachim,Frank,DE,Not Available,male,2017,chemistry,3,Columbia University,New York NY,USA,Sep,80,77
893,894,Richard,Henderson,GB,Not Available,male,2017,chemistry,3,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Jul,75,72
894,895,Kazuo,Ishiguro,JP,Not Available,male,2017,literature,1,Not Available,Not Available,Not Available,Nov,66,63
895,896,Richard H.,Thaler,US,Not Available,male,2017,economics,1,University of Chicago,Chicago IL,USA,Sep,75,72
896,897,James P.,Allison,US,Not Available,male,2018,medicine,2,Parker Institute for Cancer Immunotherapy,San Francisco CA,USA,Aug,72,70
897,898,Tasuku,Honjo,JP,Not Available,male,2018,medicine,2,Kyoto University,Kyoto,Japan,Jan,78,76
898,899,Arthur,Ashkin,US,Not Available,male,2018,physics,2,Bell Laboratories,Holmdel NJ,USA,Sep,98,96
899,900,Gérard,Mourou,FR,Not Available,male,2018,physics,4,École Polytechnique,Palaiseau,France,Jun,76,74
900,901,Donna,Strickland,CA,Not Available,female,2018,physics,4,University of Waterloo,Waterloo,Canada,May,61,59
901,902,Frances H.,Arnold,US,Not Available,female,2018,chemistry,2,California Institute of Technology (Caltech),Pasadena CA,USA,Jul,64,62
902,903,George P.,Smith,US,Not Available,male,2018,chemistry,4,University of Missouri,Columbia,USA,Mar,79,77
903,904,Sir Gregory P.,Winter,GB,Not Available,male,2018,chemistry,4,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Apr,69,67
904,905,Denis,Mukwege,CD,Not Available,male,2018,peace,2,Not Available,Not Available,Not Available,Mar,65,63
905,906,Nadia,Murad,IQ,Not Available,female,2018,peace,2,Not Available,Not Available,Not Available,Jan,27,25
906,907,William D.,Nordhaus,US,Not Available,male,2018,economics,2,Yale University,New Haven CT,USA,May,79,77
907,908,Paul M.,Romer,US,Not Available,male,2018,economics,2,NYU Stern School of Business,New York NY,USA,Nov,65,63
908,909,William,Kaelin,US,Not Available,male,2019,medicine,3,Harvard Medical School,Boston MA,USA,Nov,63,62
909,910,Peter,Ratcliffe,GB,Not Available,male,2019,medicine,3,University of Oxford,Oxford,United Kingdom,May,66,65
910,911,Gregg,Semenza,US,Not Available,male,2019,medicine,3,Johns Hopkins University,Baltimore MD,USA,Jul,64,63
911,912,James,Peebles,CA,Not Available,male,2019,physics,2,Princeton University,Princeton NJ,USA,Apr,85,84
912,913,Michel,Mayor,CH,Not Available,male,2019,physics,4,University of Geneva,Geneva,Switzerland,Jan,78,77
913,914,Didier,Queloz,CH,Not Available,male,2019,physics,4,University of Geneva,Geneva,Switzerland,Feb,54,53
914,915,John,Goodenough,DE,Not Available,male,2019,chemistry,3,University of Texas,Austin TX,USA,Jul,98,97
915,916,M. Stanley,Whittingham,GB,Not Available,male,2019,chemistry,3,Binghamton University State University of New York,New York NY,USA,Dec,79,78
916,917,Akira,Yoshino,JP,Not Available,male,2019,chemistry,3,Asahi Kasei Corporation,Tokyo,Japan,Jan,72,71
917,918,Olga,Tokarczuk,PL,Not Available,female,2018,literature,1,Not Available,Not Available,Not Available,Jan,58,56
918,919,Peter,Handke,AT,Not Available,male,2019,literature,1,Not Available,Not Available,Not Available,Dec,78,77
919,920,Abiy,Ahmed Ali,ET,Not Available,male,2019,peace,1,Not Available,Not Available,Not Available,Aug,44,43
920,921,Abhijit,Banerjee,IN,Not Available,male,2019,economics,3,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,Feb,59,58
921,922,Esther,Duflo,FR,Not Available,female,2019,economics,3,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,Oct,48,47
922,923,Michael,Kremer,US,Not Available,male,2019,economics,3,Harvard University,Cambridge MA,USA,Nov,56,55
